repo https://github.com/CBIIT/htan-model
commit 6298add
node	property	value_or_TYPE
Biospecimen	AcquisitionMethodType	Autopsy
Biospecimen	AcquisitionMethodType	BAL__bronchial_alveolar_lavage_
Biospecimen	AcquisitionMethodType	Biopsy
Biospecimen	AcquisitionMethodType	Blood_draw
Biospecimen	AcquisitionMethodType	Core_needle_biopsy
Biospecimen	AcquisitionMethodType	Cytobrush
Biospecimen	AcquisitionMethodType	Endoscopic_biopsy
Biospecimen	AcquisitionMethodType	Excision
Biospecimen	AcquisitionMethodType	Fine_Needle_Aspirate
Biospecimen	AcquisitionMethodType	Fluid_collection
Biospecimen	AcquisitionMethodType	Forceps_biopsy
Biospecimen	AcquisitionMethodType	Induced_sputum
Biospecimen	AcquisitionMethodType	Lymphadenectomy___Regional_Nodes
Biospecimen	AcquisitionMethodType	Non_induced_sputum
Biospecimen	AcquisitionMethodType	Not_specified
Biospecimen	AcquisitionMethodType	Other_Acquisition_Method
Biospecimen	AcquisitionMethodType	Punch_Biopsy
Biospecimen	AcquisitionMethodType	Re_excision
Biospecimen	AcquisitionMethodType	Sentinel_Node_Biopsy
Biospecimen	AcquisitionMethodType	Shave_Biopsy
Biospecimen	AcquisitionMethodType	Surgical_Resection
Biospecimen	AdjacentBiospecimenIDs	TBD
Biospecimen	BiospecimenType	Analyte_Biospecimen_Type
Biospecimen	BiospecimenType	Ascites_Biospecimen_Type
Biospecimen	BiospecimenType	Blood_Biospecimen_Type
Biospecimen	BiospecimenType	Bone_Marrow_Biospecimen_Type
Biospecimen	BiospecimenType	Cells_Biospecimen_Type
Biospecimen	BiospecimenType	Fluids_Biospecimen_Type
Biospecimen	BiospecimenType	Mouth_Rinse_Biospecimen_Type
Biospecimen	BiospecimenType	Sputum_Biospecimen_Type
Biospecimen	BiospecimenType	Stool_Biospecimen_Type
Biospecimen	BiospecimenType	Tissue_Biospecimen_Type
Biospecimen	BiospecimenType	Urine_Biospecimen_Type
Biospecimen	CollectionDaysfromIndex	TBD
Biospecimen	CollectionMedia	DMEM
Biospecimen	CollectionMedia	DMEM_Serum
Biospecimen	CollectionMedia	None
Biospecimen	CollectionMedia	PBS
Biospecimen	CollectionMedia	PBS_Serum
Biospecimen	CollectionMedia	RPMI
Biospecimen	CollectionMedia	RPMI_Serum
Biospecimen	Component	TBD
Biospecimen	DegreeofDysplasia	Carcinoma_in_Situ
Biospecimen	DegreeofDysplasia	Mild_dysplasia
Biospecimen	DegreeofDysplasia	Moderate_dysplasia
Biospecimen	DegreeofDysplasia	Normal_or_basal_cell_hyperplasia_or_metaplasia
Biospecimen	DegreeofDysplasia	Severe_dysplasia
Biospecimen	DegreeofDysplasia	unknown
Biospecimen	DysplasiaFraction	TBD
Biospecimen	FiducialMarker	Adhesive_Markers
Biospecimen	FiducialMarker	Fluorescent_Beads
Biospecimen	FiducialMarker	Grid_Slides___Hemocytometer
Biospecimen	FiducialMarker	Not_Reported
Biospecimen	FiducialMarker	Nuclear_Stain___DAPI
Biospecimen	FiducialMarker	other
Biospecimen	FiducialMarker	unknown
Biospecimen	FixativeType	Acetone
Biospecimen	FixativeType	Alcohol
Biospecimen	FixativeType	Carbodiimide
Biospecimen	FixativeType	Carnoys_Fixative
Biospecimen	FixativeType	Cryo_store
Biospecimen	FixativeType	Dimethylacetamide
Biospecimen	FixativeType	Dimidoester
Biospecimen	FixativeType	Formalin
Biospecimen	FixativeType	Glutaraldehyde
Biospecimen	FixativeType	Methacarn
Biospecimen	FixativeType	NP40_lysis_buffer
Biospecimen	FixativeType	None
Biospecimen	FixativeType	OCT_media
Biospecimen	FixativeType	PAXgene_tissue
Biospecimen	FixativeType	Para_benzoquinone
Biospecimen	FixativeType	Polaxamer
Biospecimen	FixativeType	RNAlater
Biospecimen	FixativeType	Saline
Biospecimen	FixativeType	TCL_lysis_buffer
Biospecimen	FixativeType	_95__Ethanol
Biospecimen	FixativeType	other
Biospecimen	FixativeType	unknown
Biospecimen	HTANBiospecimenID	TBD
Biospecimen	HTANParentID	TBD
Biospecimen	HistologyAssessmentBy	Pathologist
Biospecimen	HistologyAssessmentBy	Research_Scientist
Biospecimen	HistologyAssessmentBy	other
Biospecimen	HistologyAssessmentBy	unknown
Biospecimen	HistologyAssessmentMedium	Digital
Biospecimen	HistologyAssessmentMedium	Microscopy
Biospecimen	HistologyAssessmentMedium	other
Biospecimen	HistologyAssessmentMedium	unknown
Biospecimen	LysisBuffer	TBD
Biospecimen	MethodofNucleicAcidIsolation	TBD
Biospecimen	MountingMedium	Antifade_with_DAPI
Biospecimen	MountingMedium	Antifade_without_DAPI
Biospecimen	MountingMedium	Aqueous_water_based
Biospecimen	MountingMedium	Non_Aqueous_Solvent_based
Biospecimen	MountingMedium	Not_Reported
Biospecimen	MountingMedium	PBS
Biospecimen	MountingMedium	Toluene
Biospecimen	MountingMedium	Xylene
Biospecimen	MountingMedium	unknown
Biospecimen	NumberProliferatingCells	TBD
Biospecimen	PercentEosinophilInfiltration	TBD
Biospecimen	PercentGranulocyteInfiltration	TBD
Biospecimen	PercentInflamInfiltration	TBD
Biospecimen	PercentLymphocyteInfiltration	TBD
Biospecimen	PercentMonocyteInfiltration	TBD
Biospecimen	PercentNecrosis	TBD
Biospecimen	PercentNeutrophilInfiltration	TBD
Biospecimen	PercentNormalCells	TBD
Biospecimen	PercentStromalCells	TBD
Biospecimen	PercentTumorCells	TBD
Biospecimen	PercentTumorNuclei	TBD
Biospecimen	PreinvasiveMorphology	Adenocarcinoma_in_situ___mucinous
Biospecimen	PreinvasiveMorphology	Adenocarcinoma_in_situ___non_mucinous
Biospecimen	PreinvasiveMorphology	Atypical_adenomatous_hyperplasia
Biospecimen	PreinvasiveMorphology	Atypical_melanocytic_proliferation
Biospecimen	PreinvasiveMorphology	Benign_tumor_NOS
